[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,29000,0
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,47000,1
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,34000,2
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,63000,3
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,54000,4
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,31000,5
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,34000,6
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,37000,7
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,29000,8
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,29000,9
[-243653.74453039188, 950182.2597565658, -636043.8751237937, -71707.04344380391, -788021.3817031998, 744391.0343162334, 349503.8005881887, 909422.2497632594, -990041.6500687643, 362732.50480220513],QUICK,ASCENDING,50000,10
[-277365.8742848879, 717609.1327078692, 734725.9325951457, -24923.527684347122, -101443.7812674254, 139542.3531372489, -366019.1362963421, 760225.0716976393, 192658.83969154698, -264719.36094029713],QUICK,ASCENDING,29000,0
